id,name,description,price,category,image_url,rating,review_count,brand,prime_eligible,features,reviews
B08862M8VY,"Galaxy Tab A 10.1 Case 2019 - Techcircle Slim PU Leather Multiple Angle Stand Case with Card Slots Shockproof Cover for Samsung Galaxy Tab A 10.1 Inch Tablet SM-T510/T515 2019 Release, Purple Owl","❣❣ Techcircle Slim Lightweight Flip Stand Case for Samsung Galaxy Tab A 10.1 Inch 2019 Release Tablet (Model: SM-T510/T515) ❣❣ ❥ Kickstand Feature: - Adjust different viewing angles as per your needs.  - Anti-slip stripes, effectively increase the stability of the stand.  - Free your hands and bring you the most comfortable viewing angle. ❥ Slim Profile: - Slim and lightweight - Minimal bulk, minimalism style, great for carry around. ❥ Stylus Holder: - Built-in stylus pen holder, also comes with a free stylus pen. Various colors available. ❥ Precise Cutouts: - Full access to all controls and f",17.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B08862M8VY,4.0,17,Techcircle,True,"[""\u2763 COMPATIBILITY: Specially designed for Samsung Galaxy Tab A 10.1 Inch Tablet 2019 (Model: SM-T510/SM-T515). Not fit for 2016 Release Samsung Galaxy Tab A 10.1 Tablet (Model: SM-T580/T585/T587/P580/P5"", ""\u2763 CARD SLOTS: Interior with 5 card slots & 1 side pocket bring a more convenient life to you. Just go out with your tablet, because this case also can be a wallet."", ""\u2763 MULTIPLE VIEWING ANGLES: Anti-slip stripes allow you to set up multiple horizontal stand angles for watching movie or typing."", ""\u2763 FULL PROTECTION: Made of premium PU leather exterior along with soft TPU cover interior, provides total front-and-back protection against knocks, dust and damages."", ""\u2763 TAILOR-MAKING: Colorful painting pattern designed tablet case allows for full access to touch screen, side buttons, charging, headset and camera ports etc.""]",[]
B0BSQL7M51,"PNY 1TB PRO Elite Class 10 U3 V30 microSDXC Flash Memory Card - 100MB/s, Class 10, U3, V30, A2, 4K UHD, Full HD, UHS-I, micro SD","PNY PRO Elite Class 10 U3 V30 microSD Cards offer peak performance for smartphones, tablets, drones, action cameras, surveillance cameras, gaming consoles, and more. With a read speed of up to 100MB/s and write speed of up to 90MB/s, users can quickly capture and share high resolution content. U3 technology is perfect for 4K Ultra HD videography and HD photography, making these cards the perfect solution by which to capture stunning 4K video, HD photos, music, apps, and more. What’s more, the PRO Elite microSD Flash Memory Cards feature V30 Video Speed Class, ideal for 4K Ultra HD video at 409",109.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0BSQL7M51,4.7,3380,PNY,True,"[""Class 10, U3, V30 speed class performance with read speeds up to 100MB/s, and write speeds up to 90MB/s for fast and smooth HD Photography and 4K Ultra HD Videography"", ""A2 App Performance enables apps to run directly from the microSD card, delivering faster app launch and performance. A2 provides minimally 4000 IOPS (Read) and 2000 IOPS (Write)"", ""Record and transfer videos, photos, music, files and more from microSD enabled host devices such as Android smartphones and tablets, action and surveillance cameras, drones, computers and more"", ""Included SD adapter for compatibility with SD enabled host devices, including DSLR cameras, video cameras, desktops, and laptops"", ""Reliable & Durable: Magnet proof, shock proof, temperature proof, waterproof""]","[{""reviewer_name"": ""Customer 3BXVQ"", ""rating"": 5.0, ""title"": ""Fast, reliable, and highly recommended"", ""body"": ""This little card doesn't sacrifice performance for size.  It handles 4k GoPro content and Android adoptable storage in my ShieldTV equally well.  For now it'll stay in the Shield, but you should be able to use it in a camera, phone, or anything else at breakneck speed.  I've used 8 differed 128+ gb PNY SD (full sized SD) cards in my Nikons, Fujis, and iPod Classics (via zif to SD adapters), and no"", ""verified_purchase"": false, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer FYMOA"", ""rating"": 5.0, ""title"": ""Excellent for capturing video on my smartphone."", ""body"": ""I installed this on an LG V20 smartphone in order to derive the maximum benefit from this phone\u2019s video capabilities.<br /><br /> So far, I am very pleased with my admittedly light testing. No stutters. No dropped frames.<br /><br /> I have not run any disk speed tests because I don\u2019t think they are relevant in this kind of environment. The best test is to use it and analyze the video results.<br "", ""verified_purchase"": false, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer NFO3A"", ""rating"": 5.0, ""title"": ""Have no issues with it."", ""body"": ""I recommended"", ""verified_purchase"": true, ""helpful_votes"": 0}]"
B0BKS1K986,"LENTION USB C Docking Station, 10 Gbps USB C&USB A Ports, 4K 60Hz HDMI, 100W PD, Ethernet, Card Reader, USB 3.0, AUX, USB C Dock for MacBook/Surface, More, Stable Driver USB C Hub(CB-D65, Space Gray)","LENTION USB C Docking Station, 10 Gbps USB C&USB A Ports, 4K 60Hz HDMI, 100W PD, Ethernet, Card Reader, USB 3.0, AUX, USB C Dock for MacBook/Surface, More, Stable Driver USB C Hub(CB-D65, Space Gray)",89.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0BKS1K986,4.4,16,LENTION,True,"[""10-in-1 Docking Station - CB-D65 laptop docking station equipped with a 10Gbps USB C port, a 10 Gbps USB A port, 2 USB 3.0, 4K@60Hz HDMI, Gigabit Ethernet, SD/Micro SD 4.0 card reader, 100W power deli"", ""Second Speed File Transfer - The USB C Dock has a 10Gbps USB A and USB C port, which is 20 times faster than USB 2.0 ports, so you can get fast data transfer. There is also the latest UHS-II SD/TF slo"", ""4K 60Hz Visual Feast - The USB C Hub Multiport Adapter with a built-in chip is compatible with DP 1.4, which can mirror or extend the host laptop to TV, monitor, projection, and more with the higher s"", ""Wide Compatibility - LENTION Docking Station requires no driver, just plug and play. 2023-2016 MacBook Pro 13/14/15/16 M1/M2, New MacBook Air 2022-2018 M1/M2, New iMac, MacBook 12, HP, Dell, Lenovo, S"", ""Stable Driver 3.0 Certified - LENTION published the advanced Stable Driver 3.0 standard to help customers buy with confidence. The standard included 3 main features: Non-Interference between connected""]",[]
B08K2T4JFQ,JBL FLIP 5 - Waterproof Portable Bluetooth Speaker Made from 100% Recycled Plastic - Blue (Renewed),"This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.",79.9,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B08K2T4JFQ,4.7,762,Amazon Renewed,True,"[""SOUNDS BETTER THAN EVER - Feel Your Music. Flip 5 Eco Edition's All New Racetrack Shaped Driver Delivers High Output. Enjoy Booming Bass In A Compact Package"", ""BRING THE PARTY - ANYWHERE Don't Sweat The Small Stuff Like Charging Your Battery. Flip 5 Eco Edition Gives You Up To 12 Hours Of Playtime. Keep The Music Going Longer And Louder With JBL's Signature "", ""MOVE MORE - Pair Two JBL PartyBoost Compatible Speakers Together For Stereo Sound Or Link Multiple JBL PartyBoost Compatible Speakers To Create A Bigger Party. Enjoy Up To 12 Hours Of Play Time For Yo"", ""MAKE A SPLASH WITH IPX7 WATERPROOF DESIGN - Bring Your Speakers Anywhere. Pool Party? Perfect. Sudden Cloudburst? Covered. Bash On The Beach? Flip 5 Eco Edition Is IPX7 Waterproof Up To Three Feet Dee"", ""BOLD SOUND FOR EVERY ADVENTURE - Same Bold Sound. New Bold Design Made From Recycled Plastic. Take Your Tunes On The Go With The Powerful JBL Flip 5 Eco Edition. Our Lightweight Bluetooth Speaker Goes""]",[]
B07C4YHF4L,"AvimaBasics Ear Buds, Spare Kit Earloops Buds Compatible with Plantronics WH500 CS540 W440 Savi W740 - Includes: 3 Earloop, 3 Eartips Guarantee! (1 Pack)","Replacement Compatible with Plantronics WH500 CS540 W440 Savi W740 Earloops Kit Plantronics CS540 Earloops Kit The Plantronics 86540-01 Eartip with earloop is for use with WH500 CS540 W440 Savi W740 headsets. 86540-01 Features: Eartip w/ Earloop Kit For WH500 CS540 W440 Savi W740 headsets Smokey Color Ear Loop Made Of Nylon Material Includes: 1 small, 1 Medium, 1 Large Earloop & 1 small, 1 medium and 1 large Ear Tips NOTE: Foam Tube is NOT included!",9.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B07C4YHF4L,4.2,160,AVIMABASICS,True,"[""Compatible with Plantronics WH500 CS540 W440 Savi W740 Earloops Kit"", ""Ear Loop Made Of Nylon Material - AvimaBasics make high quality product or your money back!"", ""For WH500 CS540 W440 Savi W740 Headsets"", ""Replacement Ear Loop Kit for Plantronics WH500 CS540 W440 Savi W740"", ""Includes: 1 small, 1 Medium, 1 Large Earloop & 1 small, 1 medium and 1 large Eartips. NOTE: Foam Tube is NOT included!""]","[{""reviewer_name"": ""Customer OWT2A"", ""rating"": 2.0, ""title"": ""Don't fully like"", ""body"": ""Never used the originals as I received this used in my workspace,  but none of the sizes fits and the headset is always too lose"", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer QZTXA"", ""rating"": 5.0, ""title"": ""Good replacement"", ""body"": ""Great replacement ear buds for my headset. I love my headset and these feel just like the original ones that came with it ."", ""verified_purchase"": true, ""helpful_votes"": 0}]"
B01AC7EOL6,Compatible with Ford Explorer 2006 2007 2008 2009 2010 Double DIN Stereo Harness Radio Install Dash Kit Package,This Package Includes the Following Items: 1 x Metra 95-5812 Double DIN Installation Kit for Select 2004-2006 Ford Vehicles 1 x Metra 95-5812 Double DIN Installation Kit for Select 2004-2006 Ford Vehicles 1 x Harmony Audio HA-705520 Ford Lincoln Mercury Factory Stereo to Aftermarket Radio Harness Adapter 1 x Harmony Audio HA-705520 Ford Lincoln Mercury Factory Stereo to Aftermarket Radio Harness Adapter 1 x Chrysler Chevy Dodge For Lincoln Jeep Factory Radio to Aftermarket Antenna Adapter 1 x Chrysler Chevy Dodge For Lincoln Jeep Factory Radio to Aftermarket Antenna Adapter Metra 95-5812 Doubl,27.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B01AC7EOL6,3.9,11,Harmony Audio,True,"[""Compatible with Ford Explorer 2006 2007 2008 2009 2010 Double DIN Stereo Harness Radio Install Dash Kit Package""]",[]
B07MVKYVVL,"10-Pack Replacement Clamp Bluetooth Ear Hook Loop Clip Replacement - Set Of 5 Black SMALL Clamps + 5 Pack Black Large Clamps Shape Clear Hook for Samsung, Motorola, LG & Other Bluetooth Headsets","Description Replace your old ear hooks and ear tips, get your old Headset to look and feel like new!  The 10 Piece Set is super quality and ever lasting design ideal for most Plantronics Bluetooth models, also fits on lots of other Bluetooth. Very easy to adjust and clamp on your Bluetooth device. Universal replacement type - Small Clamp Clear Compatible with Motorola H 12 15 270 371 375 385 390 560 620 680 681 685 690 695 780 790 N136 HK 100 200 201 202 Samsung Wep 490 650 750 850 870 HM 1000 1100 3500 Modus HM3500 LG HBM 210 230 235 310 330 520 530 550 560 570 585 730 750 760 770 800 Plantro",3.49,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B07MVKYVVL,3.6,798,Tricon,True,"[""Universal Replacement Type Ear Hooks - Brand New Black Replacement Hook (5 Pack Small Sized + 5 Pack Large Sized)"", ""Made Material for Best Comfort for your Headset"", ""100% Brand New and High Quality"", ""Package Includes: 10 Ear Hook (Black) Choose your Size From Large & Small - 5 Pack Small Sized + 5 Pack Large Sized)""]",[]
B0821M984B,Cable Raceways - Floor Cord Protector Cable Shield Cord Cover PVC Floor Wire Protect,Cable Raceways - Floor Cord Protector Cable Shield Cord Cover PVC Floor Wire Protect,17.87,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0821M984B,4.3,721,Tenkful,True,"[""1) Multipurpose Not only a protector on the floor for all wires, but also a\u00a0protector\u00a0on the wall to protect the wires of Phone, TV, monitor, Light etc.."", ""2)\u00a0Best durable and strongest\u00a0PVC raw material, load capacity from 50-120lb"", ""3)\u00a0Easy and fast instalation with the strong self-adhesive double side tape"", ""4)\u00a0Various Sizes, 3 sizes for your choice"", ""5)\u00a0Various colours, 7 color for your choice""]",[]
B0BGPG7ZNM,"MHYALUDO Silicone Print Case Cover for Apple Airpods Pro 2nd Generation 2022 & 1st Generation 2019 Charging Case, Soft Earpods Case with keychain for Women with Airpods Pro Charging Case-White Leopard","MHYALUDO Silicone Print Case Cover for Apple Airpods Pro 2nd Generation 2022 & 1st Generation 2019 Charging Case, Soft Earpods Case with keychain for Women with Airpods Pro Charging Case-White Leopard",10.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0BGPG7ZNM,5.0,12,MHYALUDO,True,"[""Apply for Apple Airpods Pro (2nd Generation 2022 & 1st Generation 2019) Charging Case:Front LED for the wireless charging case is visible."", ""Pretty Airpods Pro case:This is a well-designed pattern for girls and women. Exquisite and unique pattern design makes you unique and fashionable at parties, shopping, dancing , leisure and ect."", ""premium materials and technology: This Airpods pro case is made of premium silicone materials and advanced printing technology, which is felling soft to touch and skin friendly."", ""Packed Include:You'll get a silicone Airpods pro case (NOT Include Airpods pro),a keychain."", ""Warm Tips: This case fits Airpods Pro 2nd/1st only(NOT include Airpods Series 1 & Series 2). We focus on product quality and customer's satisfaction.A REPLACEMENT or REFUND for 1 Year, so if there is ""]",[]
B08GFTPQ5B,"iCasso Compatible with MacBook Pro 13 Inch Case 2016-2020 Release A2338 M1 A2251 A2289 A2159 A1989 A1706 A1708, Hard Plastic Case, Sleeve, Screen Protector, Keyboard Cover & Dust Plug - Serenity Blue","iCasso Compatible with MacBook Pro 13 Inch Case 2016-2020 Release A2338 M1 A2251 A2289 A2159 A1989 A1706 A1708, Hard Plastic Case, Sleeve, Screen Protector, Keyboard Cover & Dust Plug - Serenity Blue",27.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B08GFTPQ5B,4.4,3503,iCasso,True,"[""[IMPORTANT!!!]: ONLY Compatible with MacBook Pro 13 inch 2020/2019/2018/2017/2016 release (A2338 M1/A2251/A2289/A2159/A1989/A1706 with Touch Bar and A1708 without Touch Bar). Please kindly check the m"", ""[Fully Access & Fully Vented ]: Without sacrificing access to ports, lights, and buttons. Plug your charger, cable or headset without removing the case. Fully vented holes that will ensure your device"", ""[Durable & 360\u00b0 Protection]: Durable sleeve bag with handle, water resistant canvas exterior, soft lining offer your Macbook great protection, back strap easy to hang onto your luggage."", ""[Stylish Design & Soft Touch]: Trendsetting design - perfect for adding some extra flair to your MacBook devices, with durable rubberized coating and rubberized feet to keep your laptop cool and firml"", ""Compatible with MacBook Pro 13 inch - MYD92LL/A, MYDC2LL/A, MYD82LL/A, MYDA2LL/A, MUHN2LL/A, MUHQ2LL/A, MUHP2LL/A, MUHR2LL/A, MV962LL/A, MV992LL/A, MV972LL/A, MV9A2LL/A, MR9Q2LL/A, MR9R2LL/A, MPXV2LL/""]","[{""reviewer_name"": ""Customer TAF5Q"", ""rating"": 5.0, ""title"": ""Great gift \ud83c\udf81"", ""body"": ""Originally bought cuz it was on sale and wanted something quick for my sisters new laptop, told her she could choose something different later closer to school starting, but she loved this color and is going to keep \ud83d\udc4d\ud83c\udffc\ud83d\udc4d\ud83c\udffc\ud83d\udc4d\ud83c\udffc The case was a little difficult to attach , but after attaching everything else was simple to install! She loved the color! Wish they had this for the 15\u201d laptop when I purchase"", ""verified_purchase"": true, ""helpful_votes"": 1}, {""reviewer_name"": ""Customer X5GMA"", ""rating"": 5.0, ""title"": ""The doorbell just rang"", ""body"": ""Surprise!  Two days after ordering this amazing Macbook Air laptop set arrived.  Just now.  Wow.<br /><br />Water resistant carrying case with two zippers, and outside zippered pouch, side grasp, extending top handle.<br /><br />Who knew I needed dust plugs?  Not me, but ever so glad to have them.  Plus the two-piece hard cover is great.  The bottom piece is vented and there are little stick-on fe"", ""verified_purchase"": false, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer 7AKXA"", ""rating"": 5.0, ""title"": ""This case comes with everything you need"", ""body"": ""for you Mac 13 inch laptop. It has the keyboard protector, the screen protector, web cam cover, the case protector and then the wonderful handled case that has areas built in to protect your Mac. The only thing missing is the Mac. And if you have a Mac, you want to protect your investment."", ""verified_purchase"": false, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer FQGTQ"", ""rating"": 5.0, ""title"": ""Excelente"", ""body"": ""Excelente"", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer AWKMQ"", ""rating"": 4.0, ""title"": ""Recommended combo!"", ""body"": ""This combo contains most of what I needed to protect my new MacBook Pro 16\"", and the quality is as good as other similar products I tried before. The only thing that kept me from giving this five stars was that the installation of the Hard Plastic Case was a bit tricky, and the instructions were lacking. I had tried two of these cases from another seller before, and both arrived broken, so I knew "", ""verified_purchase"": true, ""helpful_votes"": 1}]"
B086W46TYP,"SUPCASE UB Pro Series Case for iPad Pro 12.9 inch for 2020 Release only, Support Apple Pencil Charging with Built-in Screen Protector Full-Body Rugged Kickstand Protective Case (Black)","SUPCASE UB Pro Series Case for iPad Pro 12.9 inch for 2020 Release only, Support Apple Pencil Charging with Built-in Screen Protector Full-Body Rugged Kickstand Protective Case (Black)",27.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B086W46TYP,4.5,4050,SUPCASE,True,"[""Designed for iPad Pro 12.9 Inch 2020(Model: A2229 / A2069 / A2232 / A2233),Not for 12.9 inch 2018/2021 Version"", ""Unique design supports the Apple Pencil 2's magnetic attachment as well as wireless charging capabilities"", ""Shock-resistant, multi-layered case with PC hard shell and flexible TPU provides protection against accidental drops, bumps and impact"", ""Built-in screen protector prevents scratches without compromising sensitivity and functional pop out kickstand allows Easy access to your favorite shows, movies, and games while on the go. Port covers"", ""Easy access to all ports, buttons, features, and with pencil holder""]","[{""reviewer_name"": ""Customer XUX3Q"", ""rating"": 4.0, ""title"": ""plastic did brake after few weeks but sturdy even with brake in frame"", ""body"": ""The frame did brake very soon after I started using it,  I still can use this but none the less it broke in corner"", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer PX43Q"", ""rating"": 5.0, ""title"": ""Nice. I like it so far."", ""body"": ""Just got it today, but I love that I have somewhere to tuck my Apple Pen when my pad is on my Airturn stand now. It always falls off. Sturdy as heck and seems like it's worth the price."", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer 72QCA"", ""rating"": 5.0, ""title"": ""Works as needed for my 2020 iPad 12.9 in"", ""body"": ""I have used this brand of case for every single on of my ipads. This one fits perfectly as well. The touch screen has no lag or delay in use, even with the screen protector. The edges of the case are lifted so that when placed face down, it doesn't sit right on the screen. The camera cut out has the same type of edging. The plastic is rugged and should protect against basic droppage. The kickstand"", ""verified_purchase"": true, ""helpful_votes"": 8}, {""reviewer_name"": ""Customer T7YZQ"", ""rating"": 3.0, ""title"": ""Pen doesn't charge with this case"", ""body"": ""This case doesn't allow the pen to charge when it's on"", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer C45EA"", ""rating"": 2.0, ""title"": ""Kids will destroy it"", ""body"": ""It fell one time and now it is no more. At least the iPad didn\u2019t break."", ""verified_purchase"": true, ""helpful_votes"": 0}]"
B0B1BXC6W1,"Nurse Stickers for Water Bottles and Laptop, Nursing Stickers for Nurse Students, Nurses, and Healthcare Workers, Waterproof, Reusable, No Residue Vinyl Decal Perfect Nurse Gift (108 Designs)","Nurse Stickers for Water Bottles and Laptop, Nursing Stickers for Nurse Students, Nurses, and Healthcare Workers, Waterproof, Reusable, No Residue Vinyl Decal Perfect Nurse Gift (108 Designs)",8.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0B1BXC6W1,4.6,123,ABAMERICA,True,[],[]
B07DYJR44S,13-15.6 Inch Laptop Sleeve Case Women Men Shoulder Bag Briefcase Messenger Bag Portable Handbag,"15-15.6 Inch Laptop Computer Case Cover Sleeve Shoulder Strap Bag Internal Dimensions: 15.94 x 11.81 x 1.2 inch (40.5 mm x 300 mm x 30 mm). Compatible With: Acer: Acer Aspire E 15 E5-575 , E5-575G / Acer Aspire E 15,Aspire 5 / Acer Predator Helios 300 / Acer Nitro 5 / Acer Flagship CB3-532 / Acer Chromebook 15 CB5-571 , C910 , CB3-531,Acer Swift 3 Laptop 15.6 "" , 2018 Newest Acer 15.6” ,Acer Aspire VX 15 Gaming Laptop,Acer 15.6"" Chromebook and etc. ASUS: ASUS ZenBook Pro UX501VW 15.6"" / ASUS K501UX 15.6 inch / ASUS VivoBook F510UA / ASUS X550ZA / F555LA / X555LA / F555UA / X550ZA / X555YA / K5",14.88,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B07DYJR44S,4.6,354,dealcase,True,"[""Polyester foam"", ""\u2705COMPATIBLE WITH: Apple 13 inch MacBook Air / MacBook Pro 13 Inch Retina A1706 A1708 A1989 / 12.9 Inch iPad Pro, Microsoft Surface Book 13.5 Inch , Huawei MateBook X Pro 13.9\"", Google Pixelbook, Acer "", ""\u2705 There is a unique embroidery in the upper left corner,Designed to be very lightweight and slim, but stylish, practical and durable."", ""\u2705Features a polyester foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches."", ""\u2705Side pocket of the bag is ideal for storage of small items such as power adapters, cables, pens and notepads, offering added convenience."", ""\u2705Removeable and adjustable padding shoulder strap dual sturdy handles for long time comfortably carrying, top handles also can tuck away in the pockets when not needed. A sturdy back belt is designed ""]",[]
B014IYU6DY,3pcs 4 Wire 2 Phase DC Micro Stepper Motor Step Height 10mm with Output Gear,Specifications: Motor diameter: 15 MM Motor height: 10 MM The output shaft diameter: 1.5 MM The output shaft length: 6 MM Motor: two phase four wire The step angle: 18 degrees Weight: 9 G,6.99,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B014IYU6DY,1.0,1,Dowonsol,True,"[""step angle: 18 degrees"", ""shaft size: length 6MM diameter 1.5MM"", ""Motor size:10 * 15 MM"", ""Net weight: about 27g"", ""Weight: 9 g""]",[]
B0C5XLH1HM,CoBak Case for Kindle Paperwhite - All New PU Leather Cover with Auto Sleep Wake Feature for Kindle Paperwhite Signature Edition and Kindle Paperwhite 11th Generation 2021 Released,CoBak Case for Kindle Paperwhite - All New PU Leather Cover with Auto Sleep Wake Feature for Kindle Paperwhite Signature Edition and Kindle Paperwhite 11th Generation 2021 Released,18.95,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0C5XLH1HM,4.8,1064,CoBak,True,"[""Fit: Perfect cutout and shape, specially designed for all-new Kindle Paperwhite or Kindle Paperwhite Signature Edition 6.8\"" (11th Generation only\u2014will not fit prior generation Kindle devices)."", ""AUTO WAKE/SLEEP: With the built-in smart cover,your Kindle e-reader will be woke up or put to sleep seamlessly. All you need to do is to enjoy reading.Magnetic Closure: The magnetic design helps the k"", ""MATERIAL: Features the premium waterproof PU leather exterior, anti-scratch microfiber interior and 100% Polycarbonate case. This will definitely be a perfect choice of kindle case for you."", ""Lightweight and Travel-friendly\uff1aLightweight case gives your device maximum protection without adding extra bulk.Put it in your bag and you can enjoy reading anytime and anywhere."", ""UNCONDITIONAL 180-DAY MONEY BACK GUARANTEE: All products purchased from CoBak come with a hassle-free support service for 18 months. Whether you're a longtime customer or a new window shopper, we want""]","[{""reviewer_name"": ""Customer ILQ5A"", ""rating"": 5.0, ""title"": ""High quality material.  Built strong and solid."", ""body"": ""Buy it or I will buy them all. Hurry, get them before I buy more than I need."", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer OH6UA"", ""rating"": 5.0, ""title"": ""Dad gave it two thumbs up!"", ""body"": ""Works great and stands up well for people who like to eat and read haha."", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer 6PYJQ"", ""rating"": 5.0, ""title"": ""Awesome cover"", ""body"": ""Liked item very much"", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer S2GUQ"", ""rating"": 5.0, ""title"": ""Perfect Cover"", ""body"": ""Luck caused me to order this kindle cover.  I bought the signature kindle bundle and it told me the bundle wouldn't be delivered for nearly two months.  Then the kindle arrived separately, but I felt uneasy using it until the protective cover arrived, which was still to be at least six weeks away.  So, I picked out this cover and ordered it as it was to arrive in seven days.  Once ordered the bund"", ""verified_purchase"": true, ""helpful_votes"": 0}, {""reviewer_name"": ""Customer 7UDQA"", ""rating"": 4.0, ""title"": ""Great Protection for the Money"", ""body"": ""The case fits my Oasis perfectly. The auto-wake functions well with this case too. I like the fact that this case is thin and lightweight, but provides me with the protection I need. It's worth noting that I don't carry my kindle all over creation, it pretty much stays at home. So, since it's on the thinner side, if you are someone that drags your kindle everywhere, or if you tend to drop your kin"", ""verified_purchase"": true, ""helpful_votes"": 2}]"
B0BGMJX4RN,"GIGABYTE AERO 16 XE5-16"" 4K/UHD+ Samsung AMOLED, Intel Core i7-12700H, NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6, 32GB DDR5 RAM, 2TB SSD,Win11 Pro Laptop (AERO 16 XE5-73US948HP)","NVIDIA 30 Series GPU: NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6, Boost Clock 1035 MHz, Maximum Graphics Power 105 W, Intel 12th Gen Ready: 12th Gen Intel Core i7-12700H (2.3GHz~4.7GHz), DDR5 Ready: DDR5 4800 16GB*2, 2x DDR5 Slots - Max 64GB, 2TB Storage, Cutting-Edge Display: 16"" Thin Bezel 4K/UHD+ 3840x2400 Samsung AMOLED Display, VESA DisplayHDR 500, 100% DCI-P3, Next Gen Interface: Windows 11 Pro, Intel Wi-Fi 6E AX210 (Gig+), Bluetooth V5.2, AERO Hub: External Adaptor with HDMI, miniDP, USB 3.1 Type-A, RJ45, Dynamic Audio: DTS:X Ultra Audio Technology, Built-in Microphone, 2x 2W Speak",1749.0,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B0BGMJX4RN,3.3,10,Gigabyte,True,"[""NVIDIA 30 Series GPU: NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6, Boost Clock 1035 MHz, Maximum Graphics Power 105 W"", ""Intel 12th Gen Ready: 12th Gen Intel Core i7-12700H (2.3GHz~4.7GHz)"", ""DDR5 Ready: DDR5 4800 16GB*2, 2x DDR5 Slots - Max 64GB, 2TB Storage"", ""Cutting-Edge Display: 16\"" Thin Bezel 4K/UHD+ 3840x2400 Samsung AMOLED Display, VESA DisplayHDR 500, 100% DCI-P3"", ""Next Gen Interface: Windows 11 Pro, Intel Wi-Fi 6E AX210 (Gig+), Bluetooth V5.2""]",[]
B00BGFTSGU,GGS Swivi HD DSLR LCD Universal Foldable Viewfinder Version II with 3.0X Magnification,GGS Swivi HD DSLR LCD Universal Foldable Viewfinder Version II with 3.0X Magnification,149.0,Electronics,https://placehold.co/400x300/e0e7ff/6366f1?text=B00BGFTSGU,3.7,52,Swivi,True,[],"[{""reviewer_name"": ""Customer 5I3OA"", ""rating"": 4.0, ""title"": ""Great except for one design flaw"", ""body"": ""We shoot video professionally in Hawaii so these come in handy in the bright sun. I really like this viewfinder except for one thing. We use this on a 5D and the frame covers the on/off switch so completely that you have to use a pointy object (ink pen) to reach the switch. This is not really a huge deal because once that switch is flipped we leave it on anyway, but still it's kind of a pain. The "", ""verified_purchase"": true, ""helpful_votes"": 1}]"
